"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscr_type4","inscr_type5","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"191","EDCS-22200471","Sardinia","Casteddu / Cagliari / Carales",151,250,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / C(aio) Clo(dio) Satur/nino v(ixit) a(nnos) XI / C(aius) Ant(onius) Sosius / privigno b(ene) / m(erenti) f(ecit)","Dis Manibus Caio Clodio Saturnino vixit annos XI Caius Antonius Sosius privigno bene merenti fecit",NA,"39.2169525","9.1128513",NA
"192","EDCS-22200472","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"Cornelius Estutus et Cornelia / Salsula vita et coniugio / amantes et unanimitate pares usq(ue) ad / mortem Estutus vix(it) ann(os) XXXVI / Salsula vixit ann(os) XXVII / Cornelius Saturninus / genero et filiae","Cornelius Estutus et Cornelia Salsula vita et coniugio amantes et unanimitate pares us que ad mortem Estutus vixit annos XXXVI Salsula vixit annos XXVII Cornelius Saturninus genero et filiae",NA,"39.2169525","9.1128513",NA
"193","EDCS-22200473","Sardinia","Casteddu / Cagliari / Carales",151,250,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Lucius Cor/nelius Iusti/anus vix(it) a(nnos) L I/ulia ranil(l)a c/o(n)iugi bene mer/enti fecit","Dis Manibus Lucius Cornelius Iustianus vixit annos L Iulia ranilla coniugi bene merenti fecit",NA,"39.2169525","9.1128513",NA
"194","EDCS-22200474","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Cornificiae Gem[inae(?)] / P(ublius) Gabinius Faust[3] / idemque Aristia[e Fa]/voni(a)e E(u)thyc(a)e F[3]/sim[3]","Dis Manibus Cornificiae Geminae Publius Gabinius Faust idem que Aristiae Favoniae Euthycae F sim",NA,"39.2169525","9.1128513",NA
"195","EDCS-22200475","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Dorotiae / Simplic/issimae / vixit anni/s XXVIII","Dis Manibus Dorotiae Simplicissimae vixit annis XXVIII",NA,"39.2169525","9.1128513",NA
"196","EDCS-22200476","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / M(arcus) Hennius / Simphorus / vixit ann(os) / LXV m(enses) VI / lii patri / b(ene) m(erenti)","Dis Manibus Marcus Hennius Simphorus vixit annos LXV menses VI lii patri bene merenti",NA,"39.2169525","9.1128513",NA
"197","EDCS-22200477","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Epaphrae / annorum / LXXII Charis / nepta a(v)o suo / vivo posuit","Dis Manibus Epaphrae annorum LXXII Charis nepta avo suo vivo posuit",NA,"39.2169525","9.1128513",NA
"198","EDCS-22200478","Sardinia","Casteddu / Cagliari / Carales",71,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Eroti Domitiae Dom[itian]/i se(rvo) / Tyche coniugi karissim(o) / fecit","Dis Manibus Eroti Domitiae Domitiani servo Tyche coniugi karissimo fecit",NA,"39.2169525","9.1128513",NA
"199","EDCS-22200479","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Polli(a) M(arci) f(ilia) / Pu[l]c(h)ria[na] / coniugi / ben(e) mer(enti) f(ecit)","Dis Manibus Pollia Marci filia Pulchriana coniugi bene merenti fecit",NA,"39.2169525","9.1128513",NA
"200","EDCS-22200754","Sardinia","Casteddu / Cagliari / Carales",101,230,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Eucar[p]iae matri / piissimae / vixit ann(os) XXVI / M(arcus) Herennius / Aristophanes / b(ene) m(erenti) f(ecit)","Dis Manibus Eucarpiae matri piissimae vixit annos XXVI Marcus Herennius Aristophanes bene merenti fecit",NA,"39.2169525","9.1128513",NA
"201","EDCS-22200755","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Q(uintus) Favonius A[3] / Q(uintus) Favonius Ru[3] / filio / et Pompeiae [3] / matri piiss[imae]","Dis Manibus Quintus Favonius A Quintus Favonius Ru filio et Pompeiae matri piissimae",NA,"39.2169525","9.1128513",NA
"202","EDCS-22200756","Sardinia","Casteddu / Cagliari / Carales",161,230,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / rarissimae et incom/parabili Fausti/nae coniugi dulcis/simae quae vix(it) / ann(os) XVI m(enses) VII de se / b(ene) m(erenti) fec(it) // D(is) M(anibus) / Priscae fili/ae dulcissim/{m}ae vix(it) an(nos) XI / m(enses) VI d(ies) XVIIII Cor/nelianus et / Tantilia pare/ntes // D(is) M(anibus) s(acrum) / Tantiliae / C(a)esarum / vix(it) an(nos) XLI / Cornelia/nus mari/tus b(ene) m(erenti) f(ecit) / Corneliano Caess(arum) / vixi(t) (!) LXXX b(ene) m(erenti)","Dis Manibus rarissimae et incomparabili Faustinae coniugi dulcissimae quae vixit annos XVI menses VII de se bene merenti fecit Dis Manibus Priscae filiae dulcissimae vixit annos XI menses VI dies XVIIII Cornelianus et Tantilia parentes Dis Manibus sacrum Tantiliae Caesarum vixit annos XLI Cornelianus maritus bene merenti fecit Corneliano Caessarum vixit LXXX bene merenti",NA,"39.2169525","9.1128513",NA
"203","EDCS-22200757","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) Flaviae / Pomponiae / vixit ann(is) XLV m(ensibus) II / Licinius Cres/ce(n)s coniugi / castissim(a)e cum / q vi(xi)t ann(is) XX men(sibus) VII b(ene) m(erenti) f(ecit)","Dis Manibus Flaviae Pomponiae vixit annis XLV mensibus II Licinius Crescens coniugi castissimae cum q vixit annis XX mensibus VII bene merenti fecit",NA,"39.2169525","9.1128513",NA
"204","EDCS-22200758","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Fortunatus / gener Messiae / socr(ae) opt(imae) fec(it)","Dis Manibus Fortunatus gener Messiae socrae optimae fecit",NA,"39.2169525","9.1128513",NA
"205","EDCS-22200759","Sardinia","Casteddu / Cagliari / Carales",151,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / [3]liae Epic/tesi T[3] / an(nos) XXXV[I] / [G]argilius / [3]ianus / [con]iugi / [3]s[s]imae // D(is) M(anibus) / [3]VEGS[3] / [3 I]ulianus / vix(it) ann(os) / XXXX fil(ii) / fecer(unt) // D(is) M(anibus) / [3]AFEPO / [3]ae vix(it) / [3] Sex(tus) Ver() / Iulianus / co[niu]gi / ben[e] m(erenti)","Dis Manibus liae Epictesi T annos XXXVI Gargilius ianus coniugi ssimae Dis Manibus VEGS Iulianus vixit annos XXXX filii fecerunt Dis Manibus AFEPO ae vixit Sextus Ver Iulianus coniugi bene merenti",NA,"39.2169525","9.1128513",NA
"206","EDCS-22200760","Sardinia","Casteddu / Cagliari / Carales",201,350,"tituli operum","tituli sepulcrales",NA,NA,NA,"]rsam domito[r 3] / [3 m]ens(es) VI huic Geminius Vital[3] / [3] primogenitus quem reliquit di/[sce]ntibus Scriboniis Pauliano / [et Tryp]honino Thio memoriam istam / [vive]nte se a solo coepit in qua et Gemi/[niu]s Ursini(us) et Seia Ursa avia positi sunt / [et libe]rtis libertabusque utriusque / [sexus] posterisque eorum fecerunt","rsam domitor menses VI huic Geminius Vital primogenitus quem reliquit discentibus Scriboniis Pauliano et Tryphonino Thio memoriam istam vivente se a solo coepit in qua et Geminius Ursinius et Seia Ursa avia positi sunt et libertis libertabus que utrius que sexus posteris que eorum fecerunt",NA,"39.2169525","9.1128513",NA
"207","EDCS-22200761","Sardinia","Casteddu / Cagliari / Carales",101,200,"carmina","tituli sepulcrales",NA,NA,NA,"D(is) M(anibus) / L(ucius) Herennius / Castus / vixit annis XVI / mensibus duobus // fatis cessit suis","Dis Manibus Lucius Herennius Castus vixit annis XVI mensibus duobus fatis cessit suis",NA,"39.2169525","9.1128513",NA
"208","EDCS-22200762","Sardinia","Casteddu / Cagliari / Carales",1,130,"tituli sepulcrales",NA,NA,NA,NA,"M(arcus) Herennius / Faustus / matri","Marcus Herennius Faustus matri",NA,"39.2169525","9.1128513",NA
"209","EDCS-22200763","Sardinia","Casteddu / Cagliari / Carales",151,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / L(ucius) Herennius / Felix vix(it) ann(os) / XXXV L(ucius) Heren(nius) / Felix pat(er) filio pie(ntissimo) / [fec]it","Dis Manibus Lucius Herennius Felix vixit annos XXXV Lucius Herennius Felix pater filio pientissimo fecit",NA,"39.2169525","9.1128513",NA
"210","EDCS-22200764","Sardinia","Casteddu / Cagliari / Carales",151,230,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / L(ucio) Herennio / Fusco / vix(it) ann(os) LXV / Iu[n]ia Thal/lusa coniu[gi] / [b(ene)] me(renti) f(ecit)","Dis Manibus Lucio Herennio Fusco vixit annos LXV Iunia Thallusa coniugi bene merenti fecit",NA,"39.2169525","9.1128513",NA
"211","EDCS-22200765","Sardinia","Casteddu / Cagliari / Carales",151,230,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Q(uintus) Herenni/us [A]nnianus / vixit annis / XVIII me(n)sibu/s duo Heren(nia) / [Satu]rna mater f(ilio) pi/entissimo b(ene) m(erenti) f(ecit)","Dis Manibus Quintus Herennius Annianus vixit annis XVIII mensibus duo Herennia Saturna mater filio pientissimo bene merenti fecit",NA,"39.2169525","9.1128513",NA
"212","EDCS-22200766","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Herenni / Saturnini / vix(it) ann(os) XXXII / Iunia Thal/lusa mat(er) / fil(io) piissim(o) / f(ecit)","Dis Manibus Herenni Saturnini vixit annos XXXII Iunia Thallusa mater filio piissimo fecit",NA,"39.2169525","9.1128513",NA
"213","EDCS-22200767","Sardinia","Casteddu / Cagliari / Carales",51,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) [M(anibus)] / Hy[3] / Domi[3] / vix(it) [3] / Meli[3] / par[entes(?)] / f[ecerunt 3]","Dis Manibus Hy Domi vixit Meli parentes fecerunt",NA,"39.2169525","9.1128513",NA
"214","EDCS-22200768","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"Ianuarius / Honorali / matri piae / f(ecit) s(ibi) p(osteris)q(ue) s(uis)","Ianuarius Honorali matri piae fecit sibi posteris que suis",NA,"39.2169525","9.1128513",NA
"215","EDCS-22200769","Sardinia","Casteddu / Cagliari / Carales",151,230,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Ianuarius / vix(it) ann(os) XVI / mens(es) X fecit / Postumius S(e)r/tinianus alum[no] / [et] Ianuaria mat[er] b(ene) m(erenti)","Dis Manibus Ianuarius vixit annos XVI menses X fecit Postumius Sertinianus alumno et Ianuaria mater bene merenti",NA,"39.2169525","9.1128513",NA
"216","EDCS-22200770","Sardinia","Casteddu / Cagliari / Carales",71,130,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Tiberius / Iulius Euplus / s(ibi) p(osterisque) s(uis) f(ecit)","Dis Manibus Tiberius Iulius Euplus sibi posteris que suis fecit",NA,"39.2169525","9.1128513",NA
"217","EDCS-22200771","Sardinia","Casteddu / Cagliari / Carales",101,230,"tituli operum","tituli sepulcrales",NA,NA,NA,"Sex(tus) Iulius Phy/ricus monume(n)/tu(m) fecit Gram(a)e / privign{i}ae suae / vix(it) an(nos) / XVIIII","Sextus Iulius Phyricus monumentum fecit Gramae privignae suae vixit annos XVIIII",NA,"39.2169525","9.1128513",NA
"218","EDCS-22200772","Sardinia","Casteddu / Cagliari / Carales",1,100,"tituli sepulcrales",NA,NA,NA,NA,"C(aio) Iulio C(ai) f(ilio) / Saturnino / v(ixit) an(nos) V m(enses) IIII / C(aius) Iulius Agathas / filio et s(ibi) p(osteris)q(ue) s(uis)","Caio Iulio Cai filio Saturnino vixit annos V menses IIII Caius Iulius Agathas filio et sibi posteris que suis",NA,"39.2169525","9.1128513",NA
"219","EDCS-22200773","Sardinia","Casteddu / Cagliari / Carales",151,250,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Iuliae Fortun/atae quae et Epan/gielosa vix(it) ann(os) XIV / C(aius) Lollius Cresc/entianus optim(ae) / feminae / b(ene) m(erenti) f(ecit)","Dis Manibus Iuliae Fortunatae quae et Epangielosa vixit annos XIV Caius Lollius Crescentianus optimae feminae bene merenti fecit",NA,"39.2169525","9.1128513",NA
"220","EDCS-22200774","Sardinia","Casteddu / Cagliari / Carales",171,250,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / [3]rtius Iulian/us infa(n)s dulcis/simu(s) p(ius) vix(it) an(nos) / V pater pius / fecit","Dis Manibus rtius Iulianus infans dulcissimus pius vixit annos V pater pius fecit",NA,"39.2169525","9.1128513",NA
"221","EDCS-22200775","Sardinia","Casteddu / Cagliari / Carales",71,250,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / N(umerio) Iunio Capitolino / N(umerius) Iunius Fatta / vixit annis XII","Dis Manibus Numerio Iunio Capitolino Numerius Iunius Fatta vixit annis XII",NA,"39.2169525","9.1128513",NA
"222","EDCS-22200776","Sardinia","Casteddu / Cagliari / Carales",151,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Iun(ius) Felix / (ixit) a(nnos) L f(ilius) p(osuit) p(ecunia) s(ua) b(ene) [m(erenti)]","Dis Manibus Iunius Felix ixit annos L filius posuit pecunia sua bene merenti",NA,"39.2169525","9.1128513",NA
"223","EDCS-22200777","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Iunia Pedu/sea fect(?) / fliae / ix(it) {C} an(n)is / XXV","Dis Manibus Iunia Pedusea fect fliae ixit annis XXV",NA,"39.2169525","9.1128513",NA
"224","EDCS-12100352","Sardinia","Casteddu / Cagliari / Carales",1,100,"tituli sepulcrales",NA,NA,NA,NA,"Gabinia[e Ledae(?)] / uxori carissimae / C(aius) Gabinius Felix [sibi] / posterisq[ue suis]","Gabiniae Ledae uxori carissimae Caius Gabinius Felix sibi posteris que suis",NA,"39.2169525","9.1128513",NA
"225","EDCS-22200779","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / L(ucius) Licinius / Aufidianus / vixit annis / XXX fecit / filia patri / bene merenti","Dis Manibus Lucius Licinius Aufidianus vixit annis XXX fecit filia patri bene merenti",NA,"39.2169525","9.1128513",NA
"226","EDCS-22200780","Sardinia","Casteddu / Cagliari / Carales",151,230,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / M(arcus) Licinius / Felix vix(it) an(nos) / XXII f(ilius?) M(arcus) Licinius / Victor pater // D(is) M(anibus) / M(arcus) Lici/nius Victo/r [v]ix(it) an/n(os) LXX / f(ilius?) b(ene) m(erenti) p(osuit)","Dis Manibus Marcus Licinius Felix vixit annos XXII filius Marcus Licinius Victor pater Dis Manibus Marcus Licinius Victor vixit annos LXX filius bene merenti posuit",NA,"39.2169525","9.1128513",NA
"227","EDCS-22200781","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Liciniae Pom/peiae vix(it) ann(is) / XIII Sulpicia / Insulana ma/ter filiae pi/issimae fec(it) // D(is) M(anibus) / L(ucius) Blossius [3] / [f(ilius)] Faustinus / vix(it) ann(is) [3] / me(n)sibus IIII / fecit Sulpi/cia Insulana / filio piissimo","Dis Manibus Liciniae Pompeiae vixit annis XIII Sulpicia Insulana mater filiae piissimae fecit Dis Manibus Lucius Blossius filius Faustinus vixit annis mensibus IIII fecit Sulpicia Insulana filio piissimo",NA,"39.2169525","9.1128513",NA
"228","EDCS-22200782","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Lucretio / Felici / vix(it) ann(os) XX[3] / CONSIDE[3] / SITV[","Dis Manibus Lucretio Felici vixit annos XX CONSIDE SITV",NA,"39.2169525","9.1128513",NA
"229","EDCS-22200783","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Lucretio / Fortunato / fecit Lucre/tia Fortu/nata fratri / vix(it) ann(is) XV / men(sibus) V b(ene) m(erenti) f(ecit) // D(is) M(anibus) / Lucretia/e Piaeridi / vixit / annis XLIIII / c(oniugi) b(ene) m(erenti)","Dis Manibus Lucretio Fortunato fecit Lucretia Fortunata fratri vixit annis XV mensibus V bene merenti fecit Dis Manibus Lucretiae Piaeridi vixit annis XLIIII coniugi bene merenti",NA,"39.2169525","9.1128513",NA
"230","EDCS-22200784","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Marcellae Pa/tulci Eutychi/ani ser(vae) vixit / an(nos) XXXX Silva/nus coniugi ka/rissimae b(ene) m(erenti) f(ecit)","Dis Manibus Marcellae Patulci Eutychiani servae vixit annos XXXX Silvanus coniugi karissimae bene merenti fecit",NA,"39.2169525","9.1128513",NA
"231","EDCS-22200785","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Meviae Uri[3] / vix(it) ann(is) XVII [mense] / I diebus X[3] / C(aius) Iulius mun[icipi(i) l(ibertus)] / Saecularis c[oniugi] / carissimae b(ene) [m(erenti) f(ecit)]","Dis Manibus Meviae Uri vixit annis XVII mense I diebus X Caius Iulius municipii libertus Saecularis coniugi carissimae bene merenti fecit",NA,"39.2169525","9.1128513",NA
"232","EDCS-22200786","Sardinia","Casteddu / Cagliari / Carales",71,200,"tituli sepulcrales",NA,NA,NA,NA,"Dis Man(ibus) / Montanae / cont(ubernalis) fec(it)","Dis Manibus Montanae contubernalis fecit",NA,"39.2169525","9.1128513",NA
"233","EDCS-22200787","Sardinia","Casteddu / Cagliari / Carales",51,150,"tituli sepulcrales",NA,NA,NA,NA,"C(aius) Octaviu[s] / Octavio I[u]/liano [fil(io)] / vix(it) a(nnos) II m(enses) [3] / d(ies) XIIII [","Caius Octavius Octavio Iuliano filio vixit annos II menses dies XIIII",NA,"39.2169525","9.1128513",NA
"234","EDCS-22200788","Sardinia","Casteddu / Cagliari / Carales",1,100,"tituli sepulcrales",NA,NA,NA,NA,"M(arco) Octavio Oce/ano Octavia / Prima contubern/ali et Crescens f(ilius) / fecerunt","Marco Octavio Oceano Octavia Prima contubernali et Crescens filius fecerunt",NA,"39.2169525","9.1128513",NA
"235","EDCS-22200789","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / memoriae / Octaviae / Heuresis / Iulia Heure/sis matri pi/issimae f(ecit)","Dis Manibus memoriae Octaviae Heuresis Iulia Heuresis matri piissimae fecit",NA,"39.2169525","9.1128513",NA
"236","EDCS-22200790","Sardinia","Casteddu / Cagliari / Carales",151,250,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Pacciae Ingenuae / vixit an(nos) X m(enses) V / [d(ies)] XXII [f]iliae ka[ris]s(imae) / Paccius Co/illius Antonia / T[3]pia mat(er) / s(ibi) p(osterisque) s(uis)","Dis Manibus Pacciae Ingenuae vixit annos X menses V dies XXII filiae karissimae Paccius Coillius Antonia T pia mater sibi posteris que suis",NA,"39.2169525","9.1128513",NA
"237","EDCS-22200791","Sardinia","Casteddu / Cagliari / Carales",51,130,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / M(arco) Papirio Sp(uri) f(ilio) / vix(it) ann(os) XXXII / Manlia Inge/nua mater / [","Dis Manibus Marco Papirio Spuri filio vixit annos XXXII Manlia Ingenua mater",NA,"39.2169525","9.1128513",NA
"238","EDCS-22200792","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"D(is) [M(anibus?)] / Petron[3]/erae A(uli) f(iliae) T[3]/atia inc[omparabili(?)","Dis Manibus Petron erae Auli filiae T atia incomparabili",NA,"39.2169525","9.1128513",NA
"239","EDCS-22200793","Sardinia","Casteddu / Cagliari / Carales",151,250,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Petronius Fortunatus / vix(it) annis(!) XXXVIIII / menses VII dies VI fecit / Syra coniug[i] bene me[renti]","Dis Manibus Petronius Fortunatus vixit annis XXXVIIII menses VII dies VI fecit Syra coniugi bene merenti",NA,"39.2169525","9.1128513",NA
"240","EDCS-22200794","Sardinia","Casteddu / Cagliari / Carales",101,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / M(arci) Pisidi Mon/tani vix(it) ann(os) XXXI / m(enses) III d(ies) VIIII Licini/a Crescentilla / coniugi b(ene) m(erenti) f(ecit)","Dis Manibus Marci Pisidi Montani vixit annos XXXI menses III dies VIIII Licinia Crescentilla coniugi bene merenti fecit",NA,"39.2169525","9.1128513",NA
"241","EDCS-22200795","Sardinia","Casteddu / Cagliari / Carales",151,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Pompeius Fel(i)x / viit annis XVII / diebus LVII / parentes filio / dulcissimo","Dis Manibus Pompeius Felix viit annis XVII diebus LVII parentes filio dulcissimo",NA,"39.2169525","9.1128513",NA
"242","EDCS-22200796","Sardinia","Casteddu / Cagliari / Carales",71,150,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / [3 Po]mponio C(ai) f(ilio) / [Cre]scent[il]ion[i] / [Pom]ponia C(ai) f(ilia) / [Cres]centilla / patri optim[o] / fecit","Dis Manibus Pomponio Cai filio Crescentilioni Pomponia Cai filia Crescentilla patri optimo fecit",NA,"39.2169525","9.1128513",NA
"243","EDCS-22200797","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"an]nis XXII[3] / [3]cidius Pro[3] / [3 co]h(o)r(tis) VII pr(aetoriae) [3] / [3 sti]p(endiorum) VIII[","annis XXII cidius Pro cohortis VII praetoriae stipendiorum VIII",NA,"39.2169525","9.1128513",NA
"244","EDCS-22200798","Sardinia","Casteddu / Cagliari / Carales",101,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Restutae / Hermes / matri bene / merenti / vix(it) ann(os) LX","Dis Manibus Restutae Hermes matri bene merenti vixit annos LX",NA,"39.2169525","9.1128513",NA
"245","EDCS-22200799","Sardinia","Casteddu / Cagliari / Carales",151,250,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Restuto V/ictorina c/o(n)iui bene / merenti fe/cit","Dis Manibus Restuto Victorina coniui bene merenti fecit",NA,"39.2169525","9.1128513",NA
"246","EDCS-22200801","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Rufinae / vixit an/n(os) XXIII Au[r(elius)] / Fortunatus co(n)/iugi b(ene) m(erenti) f(ecit) // ] / Ca[3] / Q[3] / M[3] / be[ne merenti","Dis Manibus Rufinae vixit annos XXIII Aurelius Fortunatus coniugi bene merenti fecit Ca Q M bene merenti",NA,"39.2169525","9.1128513",NA
"247","EDCS-22200802","Sardinia","Casteddu / Cagliari / Carales",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,"Rutiliae C(ai) f(iliae) / Ametghesae(!)","Rutiliae Cai filiae Ametghesae",NA,"39.2169525","9.1128513",NA
"248","EDCS-22200803","Sardinia","Casteddu / Cagliari / Carales",151,230,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Scribonio / Crispino / vix(it) ann(os) LX / Fl(avia) Partheno/pe b(ene) m(erenti) con/iugi optimo // D(is) M(anibus) / Flaviae Par/tenope vix(it) / ann(os) pl(us) min(us) / LXXV Flavia / Hilarita[s] li/berta patro/nae optimae / b(ene) m(erenti) f(ecit) // D(is) M(anibus) / C(aius) Cominius / Euplus vixi/t annis XXX / co(n)iux ben/e merenti / fecit // D(is) M(anibus) / Flaviae Euo/diae vix(it) ann(os) / p(lus) m(inus) C T(itus) Flavius / Antonianus / et Flavia Parte/nope matri be/ne merenti [fe]/ce[runt]","Dis Manibus Scribonio Crispino vixit annos LX Flavia Parthenope bene merenti coniugi optimo Dis Manibus Flaviae Partenope vixit annos plus minus LXXV Flavia Hilaritas liberta patronae optimae bene merenti fecit Dis Manibus Caius Cominius Euplus vixit annis XXX coniux bene merenti fecit Dis Manibus Flaviae Euodiae vixit annos plus minus C Titus Flavius Antonianus et Flavia Partenope matri bene merenti fecerunt",NA,"39.2169525","9.1128513","lapis"
"249","EDCS-22300375","Sardinia","Casteddu / Cagliari / Carales",151,200,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Sergius Antoninus / Sergiae Melitine / patronae bene me/renti sibi p(osteris)q(ue) sui(s) f(ecit)","Dis Manibus Sergius Antoninus Sergiae Melitine patronae bene merenti sibi posteris que suis fecit",NA,"39.2169525","9.1128513",NA
"250","EDCS-22300376","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"M(emoriae) / Silvanus vix[it] / annis XXXV m(ensibus) / VIIII fecit c[oniux(?)] / bene mer[enti]","Memoriae Silvanus vixit annis XXXV mensibus VIIII fecit coniux bene merenti",NA,"39.2169525","9.1128513",NA
"251","EDCS-22300377","Sardinia","Casteddu / Cagliari / Carales",151,230,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / C(aio) Stertinio / Aeliano vix/it annos / XXXV mens(es) / VIII d(ies) XI Sterti/nia Fortun/ata p(atri) pio // D(is) M(anibus) / Iuliae Primi/tivae v(ixit) a(nnis) XXVI / men(sibus) VIII di/eb(us) XXII / C(aius) Stertinius / Bachyllas / filiae b(ene) m(erenti) f(ecit) // D(is) M(anibus) / Iuliae Pri/mitivae / vix(it) an(nos) XXXX / C(aius) Stertinius / Bachyllas / coniugi b(ene) m(erenti) / f(ecit) // D(is) M(anibus) / C(aio) Stertini/o Bacilae v/ixit a(nn)is {A}LX / mensibus / VIII Iulius Ba/cilas patr(i) b(ene) / m(erenti) f(ecit)","Dis Manibus Caio Stertinio Aeliano vixit annos XXXV menses VIII dies XI Stertinia Fortunata patri pio Dis Manibus Iuliae Primitivae vixit annis XXVI mensibus VIII diebus XXII Caius Stertinius Bachyllas filiae bene merenti fecit Dis Manibus Iuliae Primitivae vixit annos XXXX Caius Stertinius Bachyllas coniugi bene merenti fecit Dis Manibus Caio Stertinio Bacilae vixit annis LX mensibus VIII Iulius Bacilas patri bene merenti fecit",NA,"39.2169525","9.1128513",NA
"252","EDCS-22300378","Sardinia","Casteddu / Cagliari / Carales",201,300,"tituli sepulcrales",NA,NA,NA,NA,"D(is) M(anibus) / Stertinius Abi/tus vix(it) an(nos) LVI / fili(i) patri b(ene) m(erenti) fec(erunt)","Dis Manibus Stertinius Abitus vixit annos LVI filii patri bene merenti fecerunt",NA,"39.2169525","9.1128513",NA
