"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","...4","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"850","EDCS-78300643","Arabia","Petra",NA,NA,"tituli sacri",NA,NA,NA,NA,NA,"GR",30.3273975,35.4464006,"lapis"
"851","EDCS-03300873","Arabia","Petra",236,238,"tituli honorarii",NA,NA,NA,"Imp(eratori) Cae[s]ari / Gai Iuli Veri / [Maxi]mini A[ug(usti)] / [nostri] et [Gai] / [Iuli] Ver[i] / [Max]im[i filii] / [Aug(usti)] no[stri] / [nobi]li[ssimi] / C[a]esa[ri] / [sub Pomponio] / Iuliano l[eg(ato)] / Augg(ustorum) p[r(o) pr(aetore)]","Imperatori Caesari Gai Iuli Veri Maximini Augusti nostri et Gai Iuli Veri Maximi filii Augusti nostri nobilissimi Caesari sub Pomponio Iuliano legato Auggustorum pro praetore",NA,30.3273975,35.4464006,NA
"852","EDCS-16201846","Arabia","Petra",NA,NA,"tituli operum",NA,NA,NA,"] trib(unicia) po[t(estate) 3] / [3] finium [3] / [3]us M[","tribunicia potestate finium us M",NA,30.3273975,35.4464006,NA
"853","EDCS-67200774","Arabia","Petra",101,300,NA,NA,NA,NA,NA,NA,"GR",30.3273975,35.4464006,NA
"854","EDCS-24800736","Arabia","Petra",NA,NA,NA,NA,NA,NA,"]se[3]/rio[3] Germa[","se rio Germa",NA,30.3273975,35.4464006,NA
"855","EDCS-24800737","Arabia","Petra",NA,NA,"tituli sacri",NA,NA,NA,"pro salut]te d(omini) n(ostri) [3] / [3 P]art(hici) max(imi) [3] / [3] Antef[","pro salutte domini nostri Parthici maximi Antef",NA,30.3273975,35.4464006,NA
"856","EDCS-38301830","Arabia","Petra",111,114,"tituli honorarii","tituli sacri",NA,NA,"Imp(eratori) Caesari d[ivi] / Nervae fil(io) N[ervae] / Traiano Au[g(usto) Germ(anico)] / Dacico pont[if(ici) max(imo)] / trib(unicia) potest(ate) XV[1 imp(eratori) VI] / [","Imperatori Caesari divi Nervae filio Nervae Traiano Augusto Germanico Dacico pontifici maximo tribunicia potestate XV imperatori VI",NA,30.3273975,35.4464006,NA
"857","EDCS-49000052","Arabia","Petra",NA,NA,NA,NA,NA,NA,NA,NA,"GR",30.3273975,35.4464006,NA
"858","EDCS-21200156","Arabia","Petra",NA,NA,"tituli honorarii",NA,NA,NA,"T(ito) Aninio L(uci) f(ilio) Pap(iria) Sextio Florentino IIIviro aur(o) arg(ento) flando trib(uno) milit(um) leg(ionis) I Minerviae quaest(ori) prov(inciae) Achaiae trib(uno) pleb(is) leg(ato) leg(ionis) VIIII Hisp(anae) proco(n)sul(i) / pr[ov(inciae)] Narb(onensis) leg(ato) Aug(usti) pr(o) pr(aetore) prov(inciae) Arab(iae) patri piis[sim]o ex testamento ipsius","Tito Aninio Luci filio Papiria Sextio Florentino III viro auro argento flando tribuno militum legionis I Minerviae quaestori provinciae Achaiae tribuno plebis legato legionis VIIII Hispanae proconsuli provinciae Narbonensis legato Augusti pro praetore provinciae Arabiae patri piissimo ex testamento ipsius",NA,30.3273975,35.4464006,NA
"859","EDCS-31400523","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"]HM[3] / [3] Iulianum [3] / [3 A]ntoniniana [","HM Iulianum Antoniniana",NA,30.3273975,35.4464006,"lapis"
"860","EDCS-31400524","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"proco]ns(ul) per[3] / [3]allium Sec[undum","proconsul per allium Secundum",NA,30.3273975,35.4464006,"lapis"
"861","EDCS-31400525","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"] nepos / [3]erur/[3]X[","nepos erur X",NA,30.3273975,35.4464006,"lapis"
"862","EDCS-31400526","Arabia","Petra",230,230,"miliaria",NA,NA,NA,"[I]mp(erator) Caesar / [M(arcus)] Au[r(elius) Se]v[e]rus / [Alexander P]ius / [Felix Aug(ustus) 3]lius E[3] / [6] / [3 f]ortissim[i] / [fil(ius)] co(n)s(ul) p(ater) p(atriae) pont(ifex) [max(imus)] / tr(ibunicia) p{p}o[t(estate)] / sub Caecil(io) / [Felice 3]o leg(ato) Aug(usti) / pr(o) pr(aetore) / a Petra / m(ilia) p(assuum) XXXII // ]s[3]ius[3]l[3]es[3]s[3]o[","Imperator Caesar Marcus Aurelius Severus Alexander Pius Felix Augustus lius E fortissimi filius consul pater patriae pontifex maximus tribunicia potestate sub Caecilio Felice o legato Augusti pro praetore a Petra milia passuum XXXII s ius l es s o",NA,30.3273975,35.4464006,"lapis"
"863","EDCS-31400527","Arabia","Petra",213,213,"miliaria",NA,NA,NA,"[Imp(erator) Caes(ar)] / M(arcus) A[urelius Severus] / A[ntoninus Pius Aug(ustus)] / [Felix Parthicus] / [maximus Britann]icus / [maximus pontifex] / maximus / trib(unicia) potest(ate) / XVI imp(erator) II / co(n)s(ul) IIII p(ater) p(atriae) fec(it) / [per Furnium Iulianum] / [leg(atum) eius co(n)s(ulem) desig(natum)] / [pr(o) pr(aetore)","Imperator Caesar Marcus Aurelius Severus Antoninus Pius Augustus Felix Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XVI imperator II consul IIII pater patriae fecit per Furnium Iulianum legatum eius consulem designatum pro praetore",NA,30.3273975,35.4464006,"lapis"
"864","EDCS-31400528","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,NA,NA,"GR",30.3273975,35.4464006,"lapis"
"865","EDCS-31400529","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"] / max[imus] / er[manicus] / max[imus] / P(ius) F(elix) Aug(ustus) / p(ater) patriae p[ro]/cons(ul) cons(ul) / [","maximus ermanicus maximus Pius Felix Augustus pater patriae proconsul consul",NA,30.3273975,35.4464006,"lapis"
"866","EDCS-31400530","Arabia","Petra",200,200,"miliaria",NA,NA,NA,"Imp(erator) Ca[es(ar)] / L(ucius) Sept[imius] / Sever[us Pius","Imperator Caesar Lucius Septimius Severus Pius",NA,30.3273975,35.4464006,"lapis"
"867","EDCS-31400531","Arabia","Petra",230,230,"miliaria",NA,NA,NA,"sub] / Caecili[o Felice leg(ato) Aug(usti)] / pr(o) pr(aetore) a Petra / [XXXXI]X","sub Caecilio Felice legato Augusti pro praetore a Petra XXXXIX",NA,30.3273975,35.4464006,"lapis"
"868","EDCS-31400532","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"a] Petra / XXXX","a Petra XXXX",NA,30.3273975,35.4464006,"lapis"
"869","EDCS-31400543","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"] / P(ius) F(elix) Au[g(ustus) p(ater)] / patr[iae proco(n)s(ul)] / cons(ul) [","Pius Felix Augustus pater patriae proconsul consul",NA,30.3273975,35.4464006,"lapis"
"870","EDCS-31400544","Arabia","Petra",230,230,"miliaria","tituli sacri",NA,NA,"Imp(erator) Caes(ar) / [M(arcus)] A[ur(elius) Severus] / Alexander Pius / Felix Aug(ustus) / [divi Se]veri nep(os) / [divi] Antonin[i] / Magni fortiss[imi] / filius co(n)s(ul) p(ater) p(atriae) p[ont(ifex)] / maxim(us) trib(unicia) po[t(estate)] / sub Caecilio [Felice] / leg(ato) Aug(usti) pr(o) [pr(aetore)","Imperator Caesar Marcus Aurelius Severus Alexander Pius Felix Augustus divi Severi nepos divi Antonini Magni fortissimi filius consul pater patriae pontifex maximus tribunicia potestate sub Caecilio Felice legato Augusti pro praetore",NA,30.3273975,35.4464006,"lapis"
"871","EDCS-31400545","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,NA,NA,"GR",30.3273975,35.4464006,"lapis"
"872","EDCS-31400546","Arabia","Petra",111,111,"miliaria","tituli operum","tituli sacri",NA,"[Imp(erator) Cae]sar / [divi Nervae fil(ius) N]erva / [Traianus Aug(ustus) Ger]m(anicus) / [Dacicus pont(ifex) maxi]m(us) / [trib(unicia) pot(estate) XV imp(erator) VI co(n)s(ul) V] / [p(ater) pat(riae) redacta in forma]m / [provinciae Arabia viam] / [novam a finibus Syr]iae / [usque ad mare rubru]m / [aperuit et stravit] per / [C(aium) Claudium Severum] / [leg(atum) Aug(usti) pr(o) pr(aetore)","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XV imperator VI consul V pater patriae redacta in formam provinciae Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore",NA,30.3273975,35.4464006,"lapis"
"873","EDCS-31400547","Arabia","Petra",111,111,"miliaria","tituli operum","tituli sacri",NA,"Imp(erator) Caes(ar) / divi Nervae f(ilius) Nerva / Traianus Aug(ustus) Germ(anicus) / Dacicus pont(ifex) max(imus) / trib(unicia) pot(estate) XV imp(erator) VI c[o(n)s(ul)] V / p(ater) p(atriae) redacta in [formam] / provincia(e) Arabia [viam] / novam [a finibus Syriae] / usque ad mare [rubrum] / aperuit et str[avit per] / C(aium) Claudium Sev[er]um / leg(atum) Aug(usti) pr(o) pr(aetore) / LIX","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus pontifex maximus tribunicia potestate XV imperator VI consul V pater patriae redacta in formam provinciae Arabia viam novam a finibus Syriae us que ad mare rubrum aperuit et stravit per Caium Claudium Severum legatum Augusti pro praetore LIX",NA,30.3273975,35.4464006,"lapis"
"874","EDCS-31400548","Arabia","Petra",239,239,"miliaria",NA,NA,NA,"Imp(eratori) Caes(ari) / M(arco) Antonio / Gordiano / Pio Fel(ici) Aug(usto) / per Dom(itium?) / Valerianum / leg(atum) eius pr(o) pr(aetore) / LIX","Imperatori Caesari Marco Antonio Gordiano Pio Felici Augusto per Domitium Valerianum legatum eius pro praetore LIX",NA,30.3273975,35.4464006,"lapis"
"875","EDCS-31400549","Arabia","Petra",162,162,"miliaria","tituli sacri",NA,NA,"[Imp(erator)] Caesar / [M(arcus) Aur(elius)] Antoninus [Aug(ustus)] / [pontife]x max(imus) trib(unicia) / [potest(ate) XVI] co(n)s(ul) III et / [Imp(erator) C]aesar / [L(ucius) Aur(elius) Veru]s Aug(ustus) trib(unicia) [pot(estate) II co(n)s(ul) II] / divi Anto[nini filii] / [di]vi Hadriani [nepotes] / [divi Traiani Par]thici pr[onep(otes)] / [per] P(ublium) Iul(ium) Ge[minium] / [Marcianum leg(atum) Augg(ustorum)] / pr(o) [pr(aetore)","Imperator Caesar Marcus Aurelius Antoninus Augustus pontifex maximus tribunicia potestate XVI consul III et Imperator Caesar Lucius Aurelius Verus Augustus tribunicia potestate II consul II divi Antonini filii divi Hadriani nepotes divi Traiani Parthici pronepotes per Publium Iulium Geminium Marcianum legatum Auggustorum pro praetore",NA,30.3273975,35.4464006,"lapis"
"876","EDCS-31400550","Arabia","Petra",235,235,"miliaria",NA,NA,NA,"Imp(erator) Caesar / Iulius Verus / Maximinus / Pius Felix Aug(ustus) / per / [Simonium] Iulian[um] / leg(atum) eius pr(o) pr(aetore) [","Imperator Caesar Iulius Verus Maximinus Pius Felix Augustus per Simonium Iulianum legatum eius pro praetore",NA,30.3273975,35.4464006,"lapis"
"877","EDCS-31400551","Arabia","Petra",305,306,"miliaria",NA,NA,NA,"[Impp(eratoribus) Caess(aribus) C(aio)] Aur(elio) Val(erio) / Diocletiano et M(arco) A[ur(elio)] / Val(erio) Maxi[miano] / patribus Augg(ustorum) et Im[p(eratori)] / Caes(ari) Fl(avio) Val(erio) Constant[io] / P(io) F(elici) I(nvicto) Aug(usto) et Imp(eratori) Caes(ari) / Galerio Val(erio) / Maximiano P(io) F(elici) I(nvicto) Aug(usto)","Impperatoribus Caessaribus Caio Aurelio Valerio Diocletiano et Marco Aurelio Valerio Maximiano patribus Auggustorum et Imperatori Caesari Flavio Valerio Constantio Pio Felici Invicto Augusto et Imperatori Caesari Galerio Valerio Maximiano Pio Felici Invicto Augusto",NA,30.3273975,35.4464006,"lapis"
"878","EDCS-03000831","Arabia","Petra",NA,NA,"tituli honorarii",NA,NA,NA,"[M(arco) Ulpio M(arci) f(ilio) Andromacho] / [praef(ecto) alae I Silianae c(ivium) R(omanorum)] / bis torquatae in Dacia Porolis(sensi) / praef(ecto) alae II Ulp(iae) Aurianae / in Cappadocia dec(uriones) alae eiusdem / ob merita per Lucium signiferum","Marco Ulpio Marci filio Andromacho praefecto alae I Silianae civium Romanorum bis torquatae in Dacia Porolissensi praefecto alae II Ulpiae Aurianae in Cappadocia decuriones alae eiusdem ob merita per Lucium signiferum",NA,30.3273975,35.4464006,NA
"879","EDCS-09701693","Arabia","Petra",NA,NA,"tituli honorarii","tituli sacri",NA,NA,"Apollini // Pro salute Imp(eratoris) Caes(aris) L(uci) Sep/timi Severi Pii Pertinacis / Aug(usti) Arabici Adiabenici / Part(h)ici maximi et Imp(eratoris) / Caes(aris) M(arci) Aureli Antonini / Aug(usti) [[et P(ubli) Septimi Getae]] / Caes(aris) et Iulia[e Aug(ustae) ma]/tris castrorum totiu[s]/que domus divin[ae] // Q(uintus) Aiacius Mo/des[tus Cr]escen/tian[us v(ir) c(larissimus) X]V/vir [s(acris) f(aciundis) leg(atus)] Augg(ustorum) / [pr(o) pr(aetore) co(n)s(ul) des(ignatus)] // [cum Danacia Quartil]/la Aureliana ux[ore et Q(uinto) Ai]acio Censorino Ce[lsino A]/rabiano et L(ucio) Aiacio [Mode]/sto Aureliano Pris[co Agri]/cola Salv[i]ano fili(i)s","Apollini Pro salute Imperatoris Caesaris Luci Septimi Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi et Imperatoris Caesaris Marci Aureli Antonini Augusti et Publi Septimi Getae Caesaris et Iuliae Augustae matris castrorum totius que domus divinae Quintus Aiacius Modestus Crescentianus vir clarissimus XV vir sacris faciundis legatus Auggustorum pro praetore consul designatus cum Danacia Quartilla Aureliana uxore et Quinto Aiacio Censorino Celsino Arabiano et Lucio Aiacio Modesto Aureliano Prisco Agricola Salviano filiis",NA,30.3273975,35.4464006,NA
"880","EDCS-09701694","Arabia","Petra",NA,NA,"tituli sacri",NA,NA,NA,"Liber[o P]atri // [Pro salute Imp(eratoris)] Cae(saris) L(uci) Se/[ptimi Severi Pii Per]tinaci[s","Libero Patri Pro salute Imperatoris Caesaris Luci Septimi Severi Pii Pertinacis",NA,30.3273975,35.4464006,NA
"881","EDCS-09701695","Arabia","Petra",NA,NA,"tituli honorarii","tituli sacri",NA,NA,"Paci // Pro salute Impp(eratorum) Caess(arum) L(uci) Septimi / [Se]veri Pii [Per]tinacis Aug(usti) Arabici / [Adiabenici Parthici m]aximi et I[mp(eratoris!)","Paci Pro salute Impperatorum Caessarum Luci Septimi Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi et Imperatoris",NA,30.3273975,35.4464006,NA
"882","EDCS-09701696","Arabia","Petra",NA,NA,"tituli honorarii","tituli sacri",NA,NA,"Spei Temperantiae // Pro salute Impp(eratorum) Caess(arum) L(uci) S[eptimi] / Severi Pii P[e]rtinacis Au[g(usti) Arabici] / Adiaben[ici] Part[hici maximi et] / Imp(eratoris!) Caes(aris) [M(arci) Aur(eli) Antonini Aug(usti)","Spei Temperantiae Pro salute Impperatorum Caessarum Luci Septimi Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi et Imperatoris Caesaris Marci Aureli Antonini Augusti",NA,30.3273975,35.4464006,NA
"883","EDCS-09701697","Arabia","Petra",NA,NA,"tituli honorarii",NA,NA,NA,"Pro salute Imp(eratoris) Cae(saris) L(uci) Septimi / Severi Pii Pertinacis Aug(usti) Ar[a]/bici Adiabenici Part(hici) max(imi) et Imp(eratoris) / Caes(aris) M(arci) Aur(eli) Antonini Aug(usti) [[et]] / [[ P(ubli) Septimi Getae Caes(aris)]] et Iuliae / Aug(ustae) matris castrorum totiusque/que domus divinae // Q(uintus) Aiacius Mo/destus Cres/centianus v(ir) c(larissimus) / XVvir s(acris) f(aciundis) leg(atus) / Augg(ustorum) pr(o) pr(aetore) co(n)s(ul) // [de]s(ignatus) cum Danacia / Quartilla Aureliana uxo/re et Q(uinto) Aiacio Censorino / Celsino Arabiano et L(ucio) Aia/cio Modesto Aureliano Pris/co Agricola Salviano fili(i)s","Pro salute Imperatoris Caesaris Luci Septimi Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi et Imperatoris Caesaris Marci Aureli Antonini Augusti et Publi Septimi Getae Caesaris et Iuliae Augustae matris castrorum totiusque que domus divinae Quintus Aiacius Modestus Crescentianus vir clarissimus XV vir sacris faciundis legatus Auggustorum pro praetore consul designatus cum Danacia Quartilla Aureliana uxore et Quinto Aiacio Censorino Celsino Arabiano et Lucio Aiacio Modesto Aureliano Prisco Agricola Salviano filiis",NA,30.3273975,35.4464006,NA
"884","EDCS-09701699","Arabia","Petra",NA,NA,"tituli honorarii",NA,NA,NA,"pro salute Imp(eratoris) Caes(aris)] L(uci) Septimi / [Severi Pii Pertinacis Aug(usti)] Arabici / [","pro salute Imperatoris Caesaris Luci Septimi Severi Pii Pertinacis Augusti Arabici",NA,30.3273975,35.4464006,NA
"885","EDCS-09701698","Arabia","Petra",NA,NA,"tituli honorarii",NA,NA,NA,"[Pr]o salute Imp(eratoris) C[aes(aris) L(uci) Sep]/[ti]mi Severi Pii Pertin[acis] / [Au]g(usti) Arabici Adiabenic[i] / [Pa]rthici max(imi) et Imp(eratoris) Caes(aris) M(arci) Aur(eli) / [An]tonini Aug(usti) [[et P(ubli) Septimi]] / [[Getae Caes(aris) et]] Iuliae A[u]g(ustae) / [matris c]astr[or]um totiusq[ue] / [domus] d[ivin]ae // Q(uintus) Aiacius Modes/tus Crescentia/nus v(ir) c(larissimus) XVvir / s(acris) f(aciundis) leg(atus) Augg(ustorum) / [pr(o)] pr(aetore) / [co(n)s(ul)] des(ignatus) // cum Danacia Qu[ar]/tilla Aurelian[a uxore et] / Q(uinto) Aiacio C[ensorino] / Arabian[o et L(ucio) Aia]/cio Mo[desto Aureliano] / [Prisco Salviano fili(i)s]","Pro salute Imperatoris Caesaris Luci Septimi Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi et Imperatoris Caesaris Marci Aureli Antonini Augusti et Publi Septimi Getae Caesaris et Iuliae Augustae matris castrorum totius que domus divinae Quintus Aiacius Modestus Crescentianus vir clarissimus XV vir sacris faciundis legatus Auggustorum pro praetore consul designatus cum Danacia Quartilla Aureliana uxore et Quinto Aiacio Censorino Arabiano et Lucio Aiacio Modesto Aureliano Prisco Salviano filiis",NA,30.3273975,35.4464006,NA
"886","EDCS-41700163","Arabia","Petra",NA,NA,"tituli honorarii",NA,NA,NA,"Adiabe]n[ici] Part(h)ici m[aximi et] / [Im]p(eratoris) Caes(aris) M(arci) Aureli An[tonini] / [Aug(usti)","Adiabenici Parthici maximi et Imperatoris Caesaris Marci Aureli Antonini Augusti",NA,30.3273975,35.4464006,NA
"887","EDCS-16201845","Arabia","Petra",285,293,"tituli honorarii","tituli sepulcrales",NA,NA,"] / excep(t)avit ATI/TA Maxim(us) vixit ann(os) / [ // [3 Imp(eratoris) Caes(aris)] Ael(i) Ha[dria]n(i) Aug(usti) Pii [ // Imp(eratori) Caes(ari) Caio Aur(elio) / Val(erio) Diocletiano Pi[o] Fel(ici) Invicto Aug(usto) / Ael(ius) Flavian(u)s v(ir) c(larissimus) / pr(aeses) pr(ovinciae)","exceptavit ATITA Maximus vixit annos Imperatoris Caesaris Aeli Hadriani Augusti Pii Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto Aelius Flavianus vir clarissimus praeses provinciae",NA,30.3273975,35.4464006,NA
"888","EDCS-41700164","Arabia","Petra",NA,NA,"tituli operum",NA,NA,NA,"[Pro] sal(ute) Imp(e)ra[toris] / milites / leg(ionis) III (C)yr(enaicae) // coh(ortis) Au(reliae) / M(arcus) Valen[3] / f(aciendum) c(uravit) // M(arcus) Ulp(ius) A[3] / C(aius) Iul(ius) [1]O[","Pro salute Imperatoris milites legionis III Cyrenaicae cohortis Aureliae Marcus Valen faciendum curavit Marcus Ulpius A Caius Iulius O",NA,30.3273975,35.4464006,NA
"889","EDCS-09701700","Arabia","Petra",NA,NA,"tituli honorarii",NA,NA,NA,"[C(aio)] Claudio Ti(beri) f(ilio) Qui(rina) Seve(r)o / adlecto in[ter] quaestorio[s] / inter tri[buni]cios praetori / urbano [3] / o[3] / [3]VS [3] / [3]R[","Caio Claudio Tiberi filio Quirina Severo adlecto inter quaestorios inter tribunicios praetori urbano o VS R",NA,30.3273975,35.4464006,NA
"890","EDCS-09701701","Arabia","Petra",NA,NA,"tituli honorarii","tituli sepulcrales",NA,NA,"]O / Col(lina) [3]no / opt(iones) l[egio]nis / f(aciendum) c(uraverunt)","O Collina no optiones legionis faciendum curaverunt",NA,30.3273975,35.4464006,NA
"891","EDCS-41700165","Arabia","Petra",NA,NA,"tituli sepulcrales",NA,NA,NA,"C(aius) Antonius Valens / equ(es) leg(ionis) III Cyr(enaicae) / |(centuria) [1]PROVTIANI vix(it) / an(nos) XXIV mil(itavit!) V h(ic) s(itus)","Caius Antonius Valens eques legionis III Cyrenaicae centuria PROVTIANI vixit annos XXIV militavit V hic situs",NA,30.3273975,35.4464006,NA
"892","EDCS-55701615","Arabia","Petra",NA,NA,"tituli honorarii","tituli sacri",NA,NA,"[Imp(eratori) Ca]esar[i d(ivi) Nervae f(ilio)] / [Nerva]e Trai[ano Augusto] / [Ger(manico) Da]cico p[ont(ifici) max(imo) trib(unicia)] / [pote]stat(e) X[I imp(eratori) VI co(n)s(uli) V]","Imperatori Caesari divi Nervae filio Nervae Traiano Augusto Germanico Dacico pontifici maximo tribunicia potestate XI imperatori VI consuli V",NA,30.3273975,35.4464006,NA
"893","EDCS-38301831","Arabia","Petra",222,235,"tituli honorarii",NA,NA,NA,"Imperatori Caesari [M(arco) Aurelio Severo] / [[[Alexand]ro]] Pio F[eli]ci Aug(usto) [pontifici] / [[[maxim]o]] trib(unicia) potest(ate) co(n)s(uli) [p(atri) p(atriae) Aug(usta)] / col(onia) Antoniniana nobil(is) in[genua] / m[ater col]oniarum [Hadriana] / Petr[a metrop]olis A[rabiae 3] / per Ulp[ium(?) 3]m et [3] / [3]M[","Imperatori Caesari Marco Aurelio Severo Alexandro Pio Felici Augusto pontifici maximo tribunicia potestate consuli patri patriae Augusta colonia Antoniniana nobilis ingenua mater coloniarum Hadriana Petra metropolis Arabiae per Ulpium m et M",NA,30.3273975,35.4464006,NA
"894","EDCS-38301832","Arabia","Petra",222,235,"tituli honorarii","tituli sacri",NA,NA,"[I]mpera[tori Caesari M(arco)] / Aurelio Sev(e)ro [[[Alexandro]] P(io) F(elici)] / [A]ug(usto) divi Magni A[ntonini Pii F(elicis?) filio] / [d]ivi Severi Pii nepoti [Augusta col(onia?)] / [Ant]onini[ana] nobil(is) ingen[ua mater col(oniarum)] / [Had]ria[na Petra metropolis","Imperatori Caesari Marco Aurelio Severo Alexandro Pio Felici Augusto divi Magni Antonini Pii Felicis filio divi Severi Pii nepoti Augusta colonia Antoniniana nobilis ingenua mater coloniarum Hadriana Petra metropolis",NA,30.3273975,35.4464006,NA
"895","EDCS-55701616","Arabia","Petra",NA,NA,"tituli operum",NA,NA,NA,"M(arcus) Aelius Aurelius / Theon Serenus c(larissimus) v(ir) / co(n)s(ul) d(esignatus) sacerdos so/dalis Hadrianalis leg(atus) / Augg(ustorum) pr(o) pr(aetore)","Marcus Aelius Aurelius Theon Serenus clarissimus vir consul designatus sacerdos sodalis Hadrianalis legatus Auggustorum pro praetore",NA,30.3273975,35.4464006,NA
"896","EDCS-61400207","Arabia","Petra",285,293,"tituli honorarii",NA,NA,NA,"Excelsa pietate / maxim(a) virtute p() p() f() / Imp(eratori) Caes(ari) aio Aur(elio) / Val(erio) Diocletiano Pi[o] Fel(ici) Invicto Aug(usto) / Ael(ius) Flavianu(s) v(ir) c(larissimus) / pr(aeses) p[r(ovinciae)]","Excelsa pietate maxima virtute p p f Imperatori Caesari aio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto Aelius Flavianus vir clarissimus praeses provinciae",NA,30.3273975,35.4464006,NA
"897","EDCS-73600229","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"898","EDCS-73600230","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"899","EDCS-73600231","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"900","EDCS-73600232","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"901","EDCS-73600233","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"902","EDCS-73600234","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"903","EDCS-73600235","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"904","EDCS-73600236","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"905","EDCS-73600237","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"906","EDCS-73600238","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"907","EDCS-73600239","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"908","EDCS-73600240","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"909","EDCS-73600241","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"910","EDCS-73600242","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"911","EDCS-73600243","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"912","EDCS-73600244","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"913","EDCS-73600245","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"914","EDCS-73600246","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"915","EDCS-73600247","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"916","EDCS-73600248","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"917","EDCS-73600249","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"918","EDCS-73600250","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"919","EDCS-73600251","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"920","EDCS-73600252","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"921","EDCS-73600253","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"922","EDCS-73600254","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"923","EDCS-73600255","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
