"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"43","EDCS-70200030","Pontus et Bithynia","Calbogaz / Sinope",324,326,"miliaria",NA,NA,"]alerio [[[3]no]] / Invicto Aug(usto) / [ // ] / et F(lavio) Val(erio) C[onsta]ntino / nobb(ilissimis) Caess(aribus)","alerio no Invicto Augusto et Flavio Valerio Constantino nobbilissimis Caessaribus",NA,"41.740900","35.241900","lapis"
"44","EDCS-70200031","Pontus et Bithynia","Calbogaz / Sinope",293,326,"miliaria","tituli sacri",NA,"Imp(eratori) Caes(ari) C(aio) Aur(elio) Val(erio) / Diocletiano / P(io) F(elici) Invicto Aug(usto) et / {et} Imp(eratori) Caes(ari) M(arco) Aur(elio) Val(erio) / [[[Maximiano]]] / P(io) F(elici) Invicto Aug(usto) et / Fl(avio) Val(erio) Constantio et / [[[Gal(erio) Val(erio) Maximiano]]] / nobill(issimis) Caess(aribus) / XXX / Aur(elius) Priscianus [v(ir) p(erfectissimus)] / [pr(aeses) pr(ovinciae) P(onti) d(evotus) N(umini) m(aiestati)q(ue) eorum // ] / [et] Fl(avio) Cl(audio) C[onstantino] / nobb(ilissimis) Caess(aribus) // ] / et F(lavio) Val(erio) Crispo / et F(lavio) Constantino / nobb(ilissimis) Caess(aribus)","Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano nobillissimis Caessaribus XXX Aurelius Priscianus vir perfectissimus praeses provinciae Ponti devotus Numini maiestati que eorum et Flavio Claudio Constantino nobbilissimis Caessaribus et Flavio Valerio Crispo et Flavio Constantino nobbilissimis Caessaribus",NA,"41.740900","35.241900","lapis"
"45","EDCS-31800357","Pontus et Bithynia","Caltili / Zilkhor",96,117,"miliaria",NA,NA,"restitu]/it per Pompo[ni]/um Bassum leg(atum) / Aug(usti) pro pr(aetore) / mil(ia) p(assuum) / XXIII //","restituit per Pomponium Bassum legatum Augusti pro praetore milia passuum XXIII","GR","39.5002562","41.9784188","lapis"
"46","EDCS-56900069","Pontus et Bithynia","Cankiri / Yukari Yanlar / Gangra / Germanicopolis",121,375,"miliaria","tituli sacri",NA,"] / [trib(unicia)] / potesta[te] / [6] / p(atri) p(atriae) co(n)s(uli) / proco(n)s(uli) //  // B(ona) F(ortuna) / dd(ominis) nn(ostris) / Imp(eratori) Caes(ari) Fl(avio) Val(erio) / Constantino / P(io) F(elici) Invic(to) Aug(usto) et / Imp(eratori) Caes(ari) Val(erio) / Liciniano Licinio / P(io) F(elici) Inv(icto) Aug(usto)","tribunicia potestate patri patriae consuli proconsuli Bona Fortuna ddominis nnostris Imperatori Caesari Flavio Valerio Constantino Pio Felici Invicto Augusto et Imperatori Caesari Valerio Liciniano Licinio Pio Felici Invicto Augusto","GR","40.5971947","33.6212704","lapis"
"47","EDCS-32001297","Pontus et Bithynia","Caycuma / Tium",313,317,"miliaria",NA,NA,"DD(ominis) nn(ostris) / [Impp(eratoribus) Caess(aribus)] / Flavio Valerio Con[stant]in[o] / Pio Felici Invicto Augusto et / [[[Valerio Liciniano Licinio]]] / [[[Pio Felici]]] Invicto Augusto / ab Tio civitate / milia p(assuum) / [","DDominis nnostris Impperatoribus Caessaribus Flavio Valerio Constantino Pio Felici Invicto Augusto et Valerio Liciniano Licinio Pio Felici Invicto Augusto ab Tio civitate milia passuum",NA,"41.4256495","32.0784089","lapis"
"48","EDCS-70200038","Pontus et Bithynia","Caycuma / Tium",293,305,"miliaria","tituli sacri",NA,"] /  // B(ona) F(ortuna) / Imp(eratori) C(aesari) G(aio!) Aur(elio) Val(erio) Diocletiano / P(io) F(elici) Invicto Aug(usto) et Imp(eratori) C(aesari) / G(aio!) Aur(elio) Val(erio) Maximiano P(io) F(elici) Invicto / Aug(usto) et Flavio Val(erio) / Constantio et G(aio!) Val(erio) / Maximiano nobb(ilissimis) Caesaribus //","Bona Fortuna Imperatori Caesari Gaio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Gaio Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Gaio Valerio Maximiano nobbilissimis Caesaribus","GR","41.4256495","32.0784089","lapis"
"49","EDCS-70200039","Pontus et Bithynia","Caycuma / Tium",213,217,"miliaria","tituli sacri",NA,"B(ona) F(ortuna) / Imp(erator) Caesar / M(arcus) Aurelius / Antoninus Pi/us Aug(ustus) p(ater) p(atriae) Par/thicus maximus / Brtannicus / maximus Germa/nicus maximus / a Tio ad fines / VIII","Bona Fortuna Imperator Caesar Marcus Aurelius Antoninus Pius Augustus pater patriae Parthicus maximus Brtannicus maximus Germanicus maximus a Tio ad fines VIII",NA,"41.4256495","32.0784089","lapis"
"50","EDCS-70200040","Pontus et Bithynia","Caycuma / Tium",249,306,"miliaria","tituli sacri",NA,"B(ona) F(ortuna) / [ // ] /  // ]cio Pio / [Feli]ci Augusto / [et H]erennia(e) / [Etr]uscillae Piae / [Feli]ci Augustae // ] / et Fl(avio) Val(erio) [Constantio] / et Gal(erio) Val(erio) M[aximiano] / nobb(ilissimis) Cae[ss(aribus)] // B(ona) F(ortuna) / Imp(eratori) C(aesari) I(ulio) Fl(avio) Val(erio) / Constantio / P(io) F(elici) Invicto Aug(usto) / et Imp(eratori) C(aesari) Gal(erio) Val(erio) / Maximiano / Invicto Aug(usto) / [[et [3]]] / [[et [3]]] / [[nobb(ilissimis) Caes(aribus) [3]]] / [","Bona Fortuna cio Pio Felici Augusto et Herenniae Etruscillae Piae Felici Augustae et Flavio Valerio Constantio et Galerio Valerio Maximiano nobbilissimis Caessaribus Bona Fortuna Imperatori Caesari Iulio Flavio Valerio Constantio Pio Felici Invicto Augusto et Imperatori Caesari Galerio Valerio Maximiano Invicto Augusto et et nobbilissimis Caesaribus","GR","41.4256495","32.0784089","lapis"
"51","EDCS-70200171","Pontus et Bithynia","Cayirozu",251,253,"miliaria","tituli sacri",NA,"B(ona) F(ortuna) / Imp(eratoribus) Caesa/ri(bu)s C(aio) Vibio T/reboni(an)o Ga/llo et C(aio) Vib/io Trebonio / Volusiano / Invictis Au/gg(ustis) restitue/runt per Ael/ium Dcra[num]","Bona Fortuna Imperatoribus Caesaribus Caio Vibio Treboniano Gallo et Caio Vibio Trebonio Volusiano Invictis Auggustis restituerunt per Aelium Dcranum",NA,"40.9813733","35.6134569","lapis"
"52","EDCS-75300297","Pontus et Bithynia","Caykoy / Dableis / Dablis",364,357,"miliaria",NA,NA,"[B(ona) F(ortuna)] / [dd(ominis) nn(ostris)] / Valentiniano / et Valenti / PP(iis) FF(elicibus) semper / Augg(ustis)","Bona Fortuna ddominis nnostris Valentiniano et Valenti PPiis FFelicibus semper Auggustis",NA,"37.8193924","30.9279232","lapis"
"53","EDCS-05300021","Pontus et Bithynia","Caykoy / Dableis / Dablis",218,222,"miliaria",NA,NA,"] / [P]ius Felix / Aug(ustus) a Ni/caea mili/a LXIIII //","Pius Felix Augustus a Nicaea milia LXIIII","GR","37.8193924","30.9279232","lapis"
"54","EDCS-05300022","Pontus et Bithynia","Caykoy / Dableis / Dablis",244,247,"miliaria",NA,NA,"B(ona) F(ortuna) / Imperatori Caesa/ri Marco Iulio / Philippo Pio Felici / Invicto Augusto / pontifici maximo / tribunici(a) pot(estate) / a Nicaea mil(ia) LXIIII //","Bona Fortuna Imperatori Caesari Marco Iulio Philippo Pio Felici Invicto Augusto pontifici maximo tribunicia potestate a Nicaea milia LXIIII","GR","37.8193924","30.9279232","lapis"
"55","EDCS-07600432","Pontus et Bithynia","Cece",279,363,"miliaria",NA,NA,"XXXVIII // [Imperatori Caesari M(arco) Aurel(io) Probo P(io) F(elici) Invicto Aug(usto) pont(ifici) max(imo) trib(unicia)] pot(estate) IIII p(atri) p(atriae) proc[o(n)s(uli)] / a Sinope m(ilia) XXXVII / curante Ael(io) Quintiano [v(iro)] p(erfectissimo) / pr(aeside) p(rovinciae) P(onti) // et] / Gal(erio) Val(erio) [Maxi]miano / nobil(issimis) Caess(aribus) / Aur(elius) Priscianus v(ir) p(erfectissimus) / pr(aeses) pr(ovinciae) Ponti d(evotus) N(umini) m(aiestati)[q(ue) eorum] / / mil(ia) XXXVII // [Im]p(eratori) Caes(ari) M(arco) Aur(elio) Caro / P(io) F(elici) Invicto Aug(usto) et / [M(arco) A]ur(elio) Carino no/[bi]lissimo Caesari / curante Cl(audio) Longi[no] / v(iro) p(erfectissimo) p(raeside) p(rovinciae) Ponti //  // D(omino) n(ostro) / Imperato/ri Caes(ari) [C]l[a]ud(io) / Iuliano / P(io) F(elici) semper / Aug(usto) Flavius Do/m(itius) Hilarius / v(ir) c(larissimus) praeses / prov(inciae) Hele/noponti //","XXXVIII Imperatori Caesari Marco Aurelio Probo Pio Felici Invicto Augusto pontifici maximo tribunicia potestate IIII patri patriae proconsuli a Sinope milia XXXVII curante Aelio Quintiano viro perfectissimo praeside provinciae Ponti et Galerio Valerio Maximiano nobilissimis Caessaribus Aurelius Priscianus vir perfectissimus praeses provinciae Ponti devotus Numini maiestati que eorum milia XXXVII Imperatori Caesari Marco Aurelio Caro Pio Felici Invicto Augusto et Marco Aurelio Carino nobilissimo Caesari curante Claudio Longino viro perfectissimo praeside provinciae Ponti Domino nostro Imperatori Caesari Claudio Iuliano Pio Felici semper Augusto Flavius Domitius Hilarius vir clarissimus praeses provinciae Helenoponti","GR","41.709587","35.203049","lapis"
"56","EDCS-70200032","Pontus et Bithynia","Cece",361,363,"miliaria",NA,NA,"[D(omino) n(ostro)] / [Imperato]/ri Caes(ari) Clau/d(io) Iuliano / P(io) F(elici) semper / Aug(usto) Fl(avius) Dom(itius) / Hilarius / v(ir) c(larissimus) praeses / prov(inciae) Hele/noponti //  // ] / XV[IIII] //","Domino nostro Imperatori Caesari Claudio Iuliano Pio Felici semper Augusto Flavius Domitius Hilarius vir clarissimus praeses provinciae Helenoponti XVIIII","GR","41.709587","35.203049","lapis"
"57","EDCS-70200033","Pontus et Bithynia","Cece",NA,NA,"miliaria","tituli sacri",NA,"]A[3] / TAEVIT / [3]ES[3] / [d(evotus) N(umini)] m(aiestati)q(ue) eorum // ] / Aug(usto) et G[3]/OI P(io) F(elici) Aug(usto) //  // a S[inope] // ] / [Maxim]ianus P(ius) F(elix) Aug(ustus) //  // ] / XXVI //","A TAEVIT ES devotus Numini maiestati que eorum Augusto et G OI Pio Felici Augusto a Sinope Maximianus Pius Felix Augustus XXVI","GR","41.709587","35.203049","lapis"
"58","EDCS-70200034","Pontus et Bithynia","Cece",333,335,"miliaria","tituli sacri",NA,"B(ona) F(ortuna) / [[3]al / [ // DD(ominis?) n[n(ostris)] / Imper[r(atoribus?)] / Fl(avio) V(a)l(erio) Co[","Bona Fortuna al DDominis nnostris Imperratoribus Flavio Valerio Co",NA,"41.709587","35.203049","lapis"
"59","EDCS-41000046","Pontus et Bithynia","Cimiski",NA,NA,"miliaria",NA,NA,"?","",NA,"40.267731","30.357287","lapis"
"60","EDCS-03700736","Pontus et Bithynia","Comana Pontica",197,198,"miliaria",NA,NA,"[I]mp(erator) Caesar [L(ucius) Septimi]/us Severus Piu[s Perti]/nax Aug(ustus) Arab(icus) [Adiab(enicus)] / Parthi(cus) max(imus) [p]on[tifex] / max(imus) trib(unicia) pote[st(ate) VI imp(erator)] / XI co(n)s(ul) II p(ater) p(atriae) pro[co(n)s(ul)] / [et] Imp(erator) Caesar M[arcus] / Aurel(ius) An[toninus Aug(ustus)] / [et L(ucius) S]ep[imius] [[[Geta]]] / [Caesar","Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus pontifex maximus tribunicia potestate VI imperator XI consul II pater patriae proconsul et Imperator Caesar Marcus Aurelius Antoninus Augustus et Lucius Sepimius Geta Caesar",NA,"40.3575121","36.6386817","lapis"
"61","EDCS-32001273","Pontus et Bithynia","Corum / Coglu",250,250,"miliaria","tituli operum",NA,"Imp(erator) Caesa[r] / G(aius!) Mess(i)us / Quintus T[raia]/nus Decius [Pius] / Felix Invictu[s] / Aug(ustus) tribuni[c(ia) po]/test(ate) p(ater) p(atriae) co(n)s(ul) II / [vi]am restit[uit] / [per] VM[","Imperator Caesar Gaius Messius Quintus Traianus Decius Pius Felix Invictus Augustus tribunicia potestate pater patriae consul II viam restituit per VM",NA,"40.5491496","34.9602453","lapis"
"62","EDCS-57100121","Pontus et Bithynia","Corum / Coglu",NA,NA,"miliaria",NA,NA,"?","",NA,"40.5491496","34.9602453","lapis"
"63","EDCS-41000028","Pontus et Bithynia","Corum / Coglu",NA,NA,"miliaria",NA,NA,"?","",NA,"40.5491496","34.9602453","lapis"
"64","EDCS-07600436","Pontus et Bithynia","Corum / Coglu",279,280,"miliaria",NA,NA,"Imperatori / Caesari M(arco) / Aurel(io) Proo / P(io) F(elici) Invict(o) / Aug(usto) pont(ifici) max(imo) / trib(unicia) pot(estate) IIII p(atri) p(atriae) / proc(onsuli) ab Amasia / mil(ia) p(assuum) VI transita a solo / coposita / curante / Ael(io) Quintiano / v(iro) p(erfectissimo) pr(aeside) p(rovinciae) P(onti) //","Imperatori Caesari Marco Aurelio Proo Pio Felici Invicto Augusto pontifici maximo tribunicia potestate IIII patri patriae proconsuli ab Amasia milia passuum VI transita a solo coposita curante Aelio Quintiano viro perfectissimo praeside provinciae Ponti","GR","40.5491496","34.9602453","lapis"
"65","EDCS-57100122","Pontus et Bithynia","Corum / Coglu",121,122,"miliaria",NA,NA,"[Hadrianus // ] / A(ulum) Larcium Macedonem","Hadrianus Aulum Larcium Macedonem",NA,"40.5491496","34.9602453","lapis"
"66","EDCS-60100035","Pontus et Bithynia","Corum / Coglu",197,305,"miliaria",NA,NA,"] / M[3] / A[3] / [6] / [6] / [trib(unicia) pot(estate) VI i]mp(erator) [XI] / [co(n)s(ul)] II p(ater) p(atriae) [pro]/co(n)s(ul) et Imp(erator) Caes(ar) / Marcus Aurelius / Antoninus / Aug(ustus) [ // ] / [re]stitu[erunt] per / C(aium) Iulium [Flaccum] / Aelianum / leg(atum) pr(o) pr(aetore) / m(ilia) p[as]s(uum) LV // DD(ominis) nn(ostris) / Imper(atori) [C]aes(ari) Caio(!) Aurel(io) Val(erio) / Diocletiano P(io) F(elici) Invicto / Aug(usto) et Imp(eratori) Caes(ari) M(arco) Aur(elio) Val(erio) / Maximiano P(io) F(elici) Inv(icto) Aug(usto) et / Fl(avio) Val(erio) Constantio et Gal(erio) / Val(erio) Ma[x]imiano nobill(issimis) / Caess(aribus) mil(ia) [p(assuum)] / LV","M A tribunicia potestate VI imperator XI consul II pater patriae proconsul et Imperator Caesar Marcus Aurelius Antoninus Augustus restituerunt per Caium Iulium Flaccum Aelianum legatum pro praetore milia passuum LV DDominis nnostris Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano nobillissimis Caessaribus milia passuum LV",NA,"40.5491496","34.9602453","lapis"
"67","EDCS-01900002","Pontus et Bithynia","Dariyeri Yorukler / Dariyeriyorukler / Dariye Yurukler / Prusias ad Hypium",114,114,"miliaria","tituli sacri",NA,"Imp(erator) Caesar divi Nerva[e f(ilius)] / Nerva Traianus Optmus [Aug(ustus)] / Germ(anicus) Dac(icus) ponti(ex) max(imus) tr[ib(unicia)] / potest(ate) XVIII imp(erator) VII co(n)s(ul) V[I] / p(ater) p(atriae) vetust[ate","Imperator Caesar divi Nervae filius Nerva Traianus Optmus Augustus Germanicus Dacicus pontiex maximus tribunicia potestate XVIII imperator VII consul VI pater patriae vetustate",NA,"40.793278","31.293125","lapis"
"68","EDCS-03700732","Pontus et Bithynia","Dere Beysibey / Derebeysibey",197,198,"miliaria",NA,NA,"Imp(erator) Caes(ar) L(ucius) Septi/mius Severus Per/tinax Aug(ustus) Arab(icus) / Adiab(enicus) Parth(icus) m(aximus) / p(ontifex) m(aximus) tr(ibunicia) p(otestate) VI imp(erator) XI / (!) II p(ater) (!) proc(onsul) et / Imp(erator) Caes(ar) M(arcus) Aur(elius) / Antoninus Aug(ustus) / et [[[Geta 3]]] «co(n)s(ul) Parthicus» / «[m]aximus» restitu/[er]unt per L(ucium) Petr/[onium Verum] / [leg(atum) Augg(ustorum) pr(o) pr(aetore)] / [co(n)s(ulem) des(ignatum)] / [","Imperator Caesar Lucius Septimius Severus Pertinax Augustus Arabicus Adiabenicus Parthicus maximus pontifex maximus tribunicia potestate VI imperator XI II pater proconsul et Imperator Caesar Marcus Aurelius Antoninus Augustus et Geta «consul Parthicus» «maximus» restituerunt per Lucium Petronium Verum legatum Auggustorum pro praetore consulem designatum",NA,"41.410152","33.9462807","lapis"
"69","EDCS-70200022","Pontus et Bithynia","Dibekli",293,305,"miliaria",NA,NA,"] / et Gal(erio) Val(erio) M[aximiano] / nobb(ilissimis) Caesar[ibus] / a Nicaea mil(ia) p[ass(uum)] / L //","et Galerio Valerio Maximiano nobbilissimis Caesaribus a Nicaea milia passuum L","GR","42.0506094","35.0031808","lapis"
"70","EDCS-08400530","Pontus et Bithynia","Dogancilar",293,305,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(erator) C(aesar) C(aius) Aur(elius) Val(erius) / Diocletianus / P(ius) F(elix) Inv(ictus) Aug(ustus) et / Imp(erator) C(aesar) M(arcus) Aur(elius) Val(erius) / Maximianus / P(ius) F(elix) Inv(ictus) Aug(ustus) et / Fl(avius) Val(erius) Constantius / et Gal(erius) Val(erius) M[ax]imianus / nobb(ilissimi) Caesares","Bona Fortuna Imperator Caesar Caius Aurelius Valerius Diocletianus Pius Felix Invictus Augustus et Imperator Caesar Marcus Aurelius Valerius Maximianus Pius Felix Invictus Augustus et Flavius Valerius Constantius et Galerius Valerius Maximianus nobbilissimi Caesares",NA,"40.277706","30.397867","lapis"
"71","EDCS-70200165","Pontus et Bithynia","Doyran",NA,NA,"miliaria",NA,NA,"?","",NA,"41.1208053","35.4728301","lapis"
"72","EDCS-41000048","Pontus et Bithynia","Duman",337,340,"miliaria",NA,NA,"] / nobb(ilissimis) Ca[esar]ibus / [ // [I]mp(eratoribus) Caess(aribus) Fl(avio) Val(erio!) / Constantino P(io) F(elici) / vic(tori) semper Aug(usto) / et Fl(avio) Iul(io) / Constantio P(io) F(elici) / vic(tori) semper Aug(usto) / et Fl(avio) Iul(io) / Constanti P(io) F(elici) / vic(tori) semper Aug(usto)","nobbilissimis Caesaribus Imperatoribus Caessaribus Flavio Valerio Constantino Pio Felici victori semper Augusto et Flavio Iulio Constantio Pio Felici victori semper Augusto et Flavio Iulio Constanti Pio Felici victori semper Augusto",NA,"40.326904","30.554533","lapis"
"73","EDCS-70200052","Pontus et Bithynia","Duzagac",293,305,"miliaria","tituli sacri",NA,"B(ona) F(ortuna) / Impp(eratoribus) CCaes(aribus) C(aio) Aurel(io) Val(erio) / Diocletiano et / M(arco) Aur(elio) Val(erio) Max[imiano] / PP(iis) FF(elicibus) Invv(ictis) [Augg(ustis) et] / Flav(i)o [Val(erio) Constantio] / [et Gal(erio) Val(erio) Maximiano] / [nobb(ilissimis) Caess(aribus)]","Bona Fortuna Impperatoribus CCaesaribus Caio Aurelio Valerio Diocletiano et Marco Aurelio Valerio Maximiano PPiis FFelicibus Invvictis Auggustis et Flavio Valerio Constantio et Galerio Valerio Maximiano nobbilissimis Caessaribus",NA,"40.907455","32.173737","lapis"
"74","EDCS-00380964","Pontus et Bithynia","Eregli / Karadeniz Eregli / Heraclea Pontica",383,392,"miliaria",NA,NA,"[DDD(ominorum)] nnn(ostrorum) / [Valent]iniani / [et The]odosi / [et Arcadi] Auggg(ustorum)","DDDominorum nnnostrorum Valentiniani et Theodosi et Arcadi Augggustorum",NA,"41.2794917","31.421792","lapis"
"75","EDCS-05300114","Pontus et Bithynia","Eregli / Karadeniz Eregli / Heraclea Pontica",383,392,"miliaria",NA,NA,"[DDD(ominis)] nnn(ostris) / [Valent]inian / [et The]odosi(o) / [et Arcadi(o)] Auggg(ustis)","DDDominis nnnostris Valentinian et Theodosio et Arcadio Augggustis",NA,"41.2794917","31.421792","lapis"
"76","EDCS-70200043","Pontus et Bithynia","Erikli",78,305,"miliaria","tituli operum",NA,"Imp(erator) Caesar / Vespasianus Aug(ustus) / pont(ifex) max(imus) tr(ibunicia) pot(estate) IX imp(erator) [XIIX] / p(ater) p(atriae) co(n)s(ul) VIII desig(natus) IX / T(itus) Imp(erator) Aug(usti) f(ilius) co(n)s(ul) V[I] des(ignatus) VII / [[[Domitianus]]] / [[[Caes(ar)]]] Aug(usti) f(ilius) co(n)s(ul) V des(ignatus) VI / vias a novo straverunt per / L(ucium) Antonium Nasonem proc(uratorem) / eorum / X // Imp(eratori) Caes(ari) C(aio) Aur(elio) Val(erio) / Diocletiano / P(io) F(elici) Invicto Aug(usto) et / Imp(eratori) Caes(ari) M(arco) Aur(elio) Val(erio) / Maximiano / P(io) F(elici) Invicto Aug(usto) [et] / Fl(avio) Val(erio) Constantio et / Gal(erio) Val(erio) Maximiano / nobill(issimis) Caess(aribus) / mil(ia) //","Imperator Caesar Vespasianus Augustus pontifex maximus tribunicia potestate IX imperator XIIX pater patriae consul VIII designatus IX Titus Imperator Augusti filius consul VI designatus VII Domitianus Caesar Augusti filius consul V designatus VI vias a novo straverunt per Lucium Antonium Nasonem procuratorem eorum X Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici Invicto Augusto et Imperatori Caesari Marco Aurelio Valerio Maximiano Pio Felici Invicto Augusto et Flavio Valerio Constantio et Galerio Valerio Maximiano nobillissimis Caessaribus milia","GR","41.738377","34.674278","lapis"
"77","EDCS-08500609","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",239,239,"miliaria","tituli sacri",NA,"B(ona) (ortuna) / Imperator Caesar / divi Gordian (!) / M(arcus) Antonius Gordianus / Pius Felix / pon[t]ifex maximus / tibuniciae potestatis / consul p(ater) p(atriae) / fortissimus felicissimus / restituit / a Nicomedia ad fines / XXII //","Bona ortuna Imperator Caesar divi Gordian Marcus Antonius Gordianus Pius Felix pontifex maximus tibuniciae potestatis consul pater patriae fortissimus felicissimus restituit a Nicomedia ad fines XXII","GR","40.8006696","29.431767","lapis"
"78","EDCS-70200174","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",239,239,"miliaria","tituli sacri",NA,"B(ona) (ortuna) / Imp(erator) Caesar / divi Gordiani nepo / M(arcus) Antonius Gordianus / Pius Felix Aug(ustus) / pontifex maximus / tibuniciae potestatis / consul p(ater) p(atriae) / fortissimus Felicissimus / restituit / a Nicomedia ad fines / XXIII //","Bona ortuna Imperator Caesar divi Gordiani nepo Marcus Antonius Gordianus Pius Felix Augustus pontifex maximus tibuniciae potestatis consul pater patriae fortissimus Felicissimus restituit a Nicomedia ad fines XXIII","GR","40.8006696","29.431767","lapis"
"79","EDCS-08500611","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",244,249,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(eratori) Caesari / M(arco) Iulio ilippo / Pio Felic(i) Aug(usto) / restitutor / mil(ia) a N{e}icomedia{s} / XXIII //","Bona Fortuna Imperatori Caesari Marco Iulio ilippo Pio Felici Augusto restitutor milia a Nicomedia XXIII","GR","40.8006696","29.431767","lapis"
"80","EDCS-08500612","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",253,253,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(erator) Caesar / M(arcus) Aemilius / Aemilianus / P(ius) F(elix) Aug(ustus) / a fine (!) Nicomedia{e} / XXII //","Bona Fortuna Imperator Caesar Marcus Aemilius Aemilianus Pius Felix Augustus a fine Nicomedia XXII","GR","40.8006696","29.431767","lapis"
"81","EDCS-08500613","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",260,260,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(eratori) Caes(ari) P(ublio) / L(icinio) Gallieno / P(io) F(elici) Aug(usto) / et P(ublio) Lic(inio) Cor(nelio) / Salonino / {O}Valeriano / nobil(issimo) Caes(ari) / a Nicomedia mi(ia) / XXIIII //","Bona Fortuna Imperatori Caesari Publio Licinio Gallieno Pio Felici Augusto et Publio Licinio Cornelio Salonino Valeriano nobilissimo Caesari a Nicomedia miia XXIIII","GR","40.8006696","29.431767","lapis"
"82","EDCS-08500614","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",275,276,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(eratori) / Caesari / M(arco) Claudio / Tacito / P(io) F(elici) Inv(i)cto / Aug(usto) a Nico/media{e} mil(ia) / XXIIII //","Bona Fortuna Imperatori Caesari Marco Claudio Tacito Pio Felici Invicto Augusto a Nicomedia milia XXIIII","GR","40.8006696","29.431767","lapis"
"83","EDCS-08500615","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",275,276,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(eratori) Casari / M(arco) Cl(audio) / Tacito / P(io) F(elici) Aug(usto) [3] / EVBA[","Bona Fortuna Imperatori Casari Marco Claudio Tacito Pio Felici Augusto EVBA",NA,"40.8006696","29.431767","lapis"
"84","EDCS-08500616","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",293,305,"miliaria",NA,NA,"[B(ona)] F(ortuna) / [Imp(erator)] C(aesar) G(aius!) Aur(elius) Val(erius) / [Dioclet]ianus P(ius) F(elix) Inv(ictus) Aug(ustus) et / [I]m[p(erator)] C(aesar) M(arcus) Aur(elius) Val(erius) / [Max]imianus P(ius) F(elix) Inv(ictus) Aug(ustus) et / [Fl(avius) V]al(erius) Constantius et / [Gal(erius)] Val(erius) Maximianus / [nobb(ilissimi)] Caess(ares) a Nicomedia / mil(ia) XXII","Bona Fortuna Imperator Caesar Gaius Aurelius Valerius Diocletianus Pius Felix Invictus Augustus et Imperator Caesar Marcus Aurelius Valerius Maximianus Pius Felix Invictus Augustus et Flavius Valerius Constantius et Galerius Valerius Maximianus nobbilissimi Caessares a Nicomedia milia XXII",NA,"40.8006696","29.431767","lapis"
"85","EDCS-12600004","Pontus et Bithynia","Gebze / Libyssa / Libyssos / Nicomedia",239,239,"miliaria","tituli sacri",NA,"B(ona) (ortuna) / Imp(erator) Caesar / divi Gordiani nepos / M(arcus) Antonius Gordianus / Pius Felix Aug(ustus) / pontifex maximus / tribuniciae po(tes)tatis / consul p(ater) p(atriae) / fortissimus F(e)licissimus / restituit / a Nicomedia ad fines / XXXI //","Bona ortuna Imperator Caesar divi Gordiani nepos Marcus Antonius Gordianus Pius Felix Augustus pontifex maximus tribuniciae potestatis consul pater patriae fortissimus Felicissimus restituit a Nicomedia ad fines XXXI","GR","40.8006696","29.431767","lapis"
"86","EDCS-20900051","Pontus et Bithynia","Gemlik / Kios",251,253,"miliaria",NA,NA,"B(ona) F(ortuna) / Imp(eratori) Caes[ar(i)] G(aio!) Vibio / Treb{b}oni[ano G]allo et / G(aio!) Vibio [Af]in(i)o Gallo / Veld[u]mniano / Vo[lu]s{s}iano P(io) F(elici) Aug(usto) / a Cio I //","Bona Fortuna Imperatori Caesari Gaio Vibio Treboniano Gallo et Gaio Vibio Afinio Gallo Veldumniano Volusiano Pio Felici Augusto a Cio I","GR","40.4302628","29.1571484","lapis"
